wave,domain,task,concept_id,concept,selection_role,stimulus_signature_sha256,dimension,human_score,human_sd,n_human_raters,n_questionnaire_placements,api_score,api_score_raw,n_api_ratings,n_source_uids,n_judges,min_uid_judge_coverage,max_uid_judge_coverage,source_uids,generators,aggregation,risk_direction,api_z,human_z
二次专家复核,Biology,B,C13,自然选择,high_human_disagreement,046de241962c9004b6cb7c32b13be71084ca8fbca5c3387843866f703c6958fc,lc,4.0625,0.9287087810503355,16,1,3.888888888888889,3.888888888888889,9,1,9,9,9,豆包_B_C13,ByteDance Doubao,mean,aligned_high_is_good,-1.1010684116795753,-0.5557624290363302
二次专家复核,Biology,B,C13,自然选择,high_human_disagreement,046de241962c9004b6cb7c32b13be71084ca8fbca5c3387843866f703c6958fc,mq,3.25,1.1832159566199232,16,1,2.6666666666666665,2.6666666666666665,9,1,9,9,9,豆包_B_C13,ByteDance Doubao,mean,aligned_high_is_good,-1.2219816794504696,-0.5450833925282227
二次专家复核,Biology,B,C13,自然选择,high_human_disagreement,046de241962c9004b6cb7c32b13be71084ca8fbca5c3387843866f703c6958fc,risk,4.375,1.0878112581387147,16,1,3.3333333333333335,2.6666666666666665,9,1,9,9,9,豆包_B_C13,ByteDance Doubao,mean,aligned_high_is_good,-1.028027679495002,1.2729680798647407
二次专家复核,Biology,B,C13,自然选择,high_human_disagreement,046de241962c9004b6cb7c32b13be71084ca8fbca5c3387843866f703c6958fc,tf,4.25,1.0645812948447542,16,1,3.0,3.0,9,1,9,9,9,豆包_B_C13,ByteDance Doubao,mean,aligned_high_is_good,-1.4310001721703511,0.5186375739829402
二次专家复核,Biology,B,C16,遗传信息与性状,low_human_disagreement_control,96a7e354cdb86fcc29fdae630e5af052ba4c46cf0135afe1b8b5952a900f2f88,cc,3.0,1.3165611772087666,16,1,2.111111111111111,2.111111111111111,9,1,9,9,9,豆包_B_C16,ByteDance Doubao,mean,aligned_high_is_good,-1.0739822524079976,-0.6051040160591126
二次专家复核,Biology,B,C16,遗传信息与性状,low_human_disagreement_control,96a7e354cdb86fcc29fdae630e5af052ba4c46cf0135afe1b8b5952a900f2f88,fa,3.5,1.2110601416389966,16,1,2.888888888888889,2.888888888888889,9,1,9,9,9,豆包_B_C16,ByteDance Doubao,mean,aligned_high_is_good,-1.4556548927244546,-1.6064311303555836
二次专家复核,Biology,B,C16,遗传信息与性状,low_human_disagreement_control,96a7e354cdb86fcc29fdae630e5af052ba4c46cf0135afe1b8b5952a900f2f88,lc,3.875,1.0246950765959597,16,1,3.888888888888889,3.888888888888889,9,1,9,9,9,豆包_B_C16,ByteDance Doubao,mean,aligned_high_is_good,-1.1010684116795753,-1.5874911233415039
二次专家复核,Biology,B,C16,遗传信息与性状,low_human_disagreement_control,96a7e354cdb86fcc29fdae630e5af052ba4c46cf0135afe1b8b5952a900f2f88,mq,2.5625,1.459166428707386,16,1,2.111111111111111,2.111111111111111,9,1,9,9,9,豆包_B_C16,ByteDance Doubao,mean,aligned_high_is_good,-1.8998561318083482,-2.2459398358607134
二次专家复核,Biology,B,C16,遗传信息与性状,low_human_disagreement_control,96a7e354cdb86fcc29fdae630e5af052ba4c46cf0135afe1b8b5952a900f2f88,risk,3.4375,1.3149778198382918,16,1,3.2222222222222223,2.7777777777777777,9,1,9,9,9,豆包_B_C16,ByteDance Doubao,mean,aligned_high_is_good,-1.1971111794119433,-1.2572477551400154
二次专家复核,Biology,B,C16,遗传信息与性状,low_human_disagreement_control,96a7e354cdb86fcc29fdae630e5af052ba4c46cf0135afe1b8b5952a900f2f88,tf,3.8125,1.1672617529928753,16,1,2.7777777777777777,2.7777777777777777,9,1,9,9,9,豆包_B_C16,ByteDance Doubao,mean,aligned_high_is_good,-1.7423127549485276,-1.233170438027264
二次专家复核,Biology,C,C13,自然选择,high_human_disagreement,a62c7079c376d6fc9be8a020b27d7b964adbc97f7bf745fb9ffcd1203a3724d3,cc,3.4375,1.0935416468216166,16,1,3.111111111111111,3.111111111111111,9,1,9,9,9,KIMI_C_C13,Moonshot Kimi,mean,aligned_high_is_good,0.5002588341835318,0.7264710738522792
二次专家复核,Biology,C,C13,自然选择,high_human_disagreement,a62c7079c376d6fc9be8a020b27d7b964adbc97f7bf745fb9ffcd1203a3724d3,fa,4.375,1.3601470508735443,16,1,4.666666666666667,4.666666666666667,9,1,9,9,9,KIMI_C_C13,Moonshot Kimi,mean,aligned_high_is_good,0.9891118970157083,0.8283929800381179
二次专家复核,Biology,C,C13,自然选择,high_human_disagreement,a62c7079c376d6fc9be8a020b27d7b964adbc97f7bf745fb9ffcd1203a3724d3,lc,4.1875,1.2230426539304886,16,1,4.555555555555555,4.555555555555555,9,1,9,9,9,KIMI_C_C13,Moonshot Kimi,mean,aligned_high_is_good,0.38240699327793526,0.1320567005004523
二次专家复核,Biology,C,C13,自然选择,high_human_disagreement,a62c7079c376d6fc9be8a020b27d7b964adbc97f7bf745fb9ffcd1203a3724d3,mq,3.625,1.408308678285174,16,1,4.555555555555555,4.555555555555555,9,1,9,9,9,KIMI_C_C13,Moonshot Kimi,mean,aligned_high_is_good,1.0827914585663185,0.38265648565313587
二次专家复核,Biology,C,C13,自然选择,high_human_disagreement,a62c7079c376d6fc9be8a020b27d7b964adbc97f7bf745fb9ffcd1203a3724d3,risk,4.25,1.3416407864998736,16,1,4.555555555555555,1.4444444444444444,9,1,9,9,9,KIMI_C_C13,Moonshot Kimi,mean,aligned_high_is_good,0.8318908195913512,0.9356059685307732
二次专家复核,Biology,C,C13,自然选择,high_human_disagreement,a62c7079c376d6fc9be8a020b27d7b964adbc97f7bf745fb9ffcd1203a3724d3,tf,4.3125,1.4008925726121897,16,1,4.888888888888889,4.888888888888889,9,1,9,9,9,KIMI_C_C13,Moonshot Kimi,mean,aligned_high_is_good,1.2151567814441484,0.7688958614129694
二次专家复核,Biology,C,C15,随机变异与非随机选择,low_human_disagreement_control,a49502055a29f677d2b4aa44feef2d72516ea51150bffb7dd3ca86010e76b69d,cc,3.5625,0.8920949127381756,16,1,2.2222222222222223,2.2222222222222223,9,1,9,9,9,豆包_C_C15,ByteDance Doubao,mean,aligned_high_is_good,-0.8990665761200499,1.1069210995412482
二次专家复核,Biology,C,C15,随机变异与非随机选择,low_human_disagreement_control,a49502055a29f677d2b4aa44feef2d72516ea51150bffb7dd3ca86010e76b69d,fa,4.5,1.0327955589886444,16,1,4.111111111111111,4.111111111111111,9,1,9,9,9,豆包_C_C15,ByteDance Doubao,mean,aligned_high_is_good,0.2251222752219066,1.1762249958086466
二次专家复核,Biology,C,C15,随机变异与非随机选择,low_human_disagreement_control,a49502055a29f677d2b4aa44feef2d72516ea51150bffb7dd3ca86010e76b69d,lc,4.3125,0.9464847243000458,16,1,3.888888888888889,3.888888888888889,9,1,9,9,9,豆包_C_C15,ByteDance Doubao,mean,aligned_high_is_good,-1.1010684116795753,0.8198758300372347
二次专家复核,Biology,C,C15,随机变异与非随机选择,low_human_disagreement_control,a49502055a29f677d2b4aa44feef2d72516ea51150bffb7dd3ca86010e76b69d,mq,3.4375,1.3149778198382915,16,1,3.0,3.0,9,1,9,9,9,豆包_C_C15,ByteDance Doubao,mean,aligned_high_is_good,-0.8152570080357421,-0.08121345343754338
二次专家复核,Biology,C,C15,随机变异与非随机选择,low_human_disagreement_control,a49502055a29f677d2b4aa44feef2d72516ea51150bffb7dd3ca86010e76b69d,risk,4.5,1.0327955589886444,16,1,3.7777777777777777,2.2222222222222223,9,1,9,9,9,豆包_C_C15,ByteDance Doubao,mean,aligned_high_is_good,-0.35169367982723737,1.6103301911987082
二次专家复核,Biology,C,C15,随机变异与非随机选择,low_human_disagreement_control,a49502055a29f677d2b4aa44feef2d72516ea51150bffb7dd3ca86010e76b69d,tf,4.375,1.0878112581387145,16,1,4.222222222222222,4.222222222222222,9,1,9,9,9,豆包_C_C15,ByteDance Doubao,mean,aligned_high_is_good,0.2812190331096189,1.0191541488429985
二次专家复核,Chemistry,A,C09,相变,high_human_disagreement,bd495198b9d515c5f7da6c06631db381265b0ebef7eaf8c72fbc5da912c964bb,cc,3.1363636363636362,0.940893928815244,22,1,3.0,3.0,9,1,9,9,9,mimo_A_C09,Mimo,mean,aligned_high_is_good,0.325343157895584,-0.19006762439841943
二次专家复核,Chemistry,A,C09,相变,high_human_disagreement,bd495198b9d515c5f7da6c06631db381265b0ebef7eaf8c72fbc5da912c964bb,fa,3.9545454545454546,1.2901558682973793,22,1,4.0,4.0,9,1,9,9,9,mimo_A_C09,Mimo,mean,aligned_high_is_good,0.072324350863147,-0.3415874366445697
二次专家复核,Chemistry,A,C09,相变,high_human_disagreement,bd495198b9d515c5f7da6c06631db381265b0ebef7eaf8c72fbc5da912c964bb,lc,4.181818181818182,0.7950060578603362,22,1,4.777777777777778,4.777777777777778,9,1,9,9,9,mimo_A_C09,Mimo,mean,aligned_high_is_good,0.8768987949304391,0.10079219461241583
二次专家复核,Chemistry,A,C09,相变,high_human_disagreement,bd495198b9d515c5f7da6c06631db381265b0ebef7eaf8c72fbc5da912c964bb,mq,3.8636363636363638,1.1252705302431794,22,1,4.444444444444445,4.444444444444445,9,1,9,9,9,mimo_A_C09,Mimo,mean,aligned_high_is_good,0.9472165680947432,0.9730364081321825
二次专家复核,Chemistry,A,C09,相变,high_human_disagreement,bd495198b9d515c5f7da6c06631db381265b0ebef7eaf8c72fbc5da912c964bb,risk,3.9545454545454546,1.2901558682973793,22,1,4.444444444444445,1.5555555555555556,9,1,9,9,9,mimo_A_C09,Mimo,mean,aligned_high_is_good,0.6628073196744106,0.13820461446866839
二次专家复核,Chemistry,A,C09,相变,high_human_disagreement,bd495198b9d515c5f7da6c06631db381265b0ebef7eaf8c72fbc5da912c964bb,tf,4.181818181818182,0.9579921282290986,22,1,4.666666666666667,4.666666666666667,9,1,9,9,9,mimo_A_C09,Mimo,mean,aligned_high_is_good,0.9038441986659719,0.24562853315018052
二次专家复核,Chemistry,A,C12,溶液浓度与稀释,low_human_disagreement_control,4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,cc,3.3181818181818183,0.9945740239808647,22,1,4.222222222222222,4.222222222222222,9,1,9,9,9,Gemini_A_C12,Google Gemini,mean,aligned_high_is_good,2.249415597063009,0.36331423114917283
二次专家复核,Chemistry,A,C12,溶液浓度与稀释,low_human_disagreement_control,4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,fa,4.2272727272727275,1.109775532079227,22,1,4.777777777777778,4.777777777777778,9,1,9,9,9,Gemini_A_C12,Google Gemini,mean,aligned_high_is_good,1.1419098213744678,0.4173187795820391
二次专家复核,Chemistry,A,C12,溶液浓度与稀释,low_human_disagreement_control,4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,lc,4.318181818181818,0.9945740239808645,22,1,4.777777777777778,4.777777777777778,9,1,9,9,9,Gemini_A_C12,Google Gemini,mean,aligned_high_is_good,0.8768987949304391,0.8511403359252712
二次专家复核,Chemistry,A,C12,溶液浓度与稀释,low_human_disagreement_control,4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,mq,3.8636363636363638,0.940893928815244,22,1,4.777777777777778,4.777777777777778,9,1,9,9,9,Gemini_A_C12,Google Gemini,mean,aligned_high_is_good,1.35394123950947,0.9730364081321825
二次专家复核,Chemistry,A,C12,溶液浓度与稀释,low_human_disagreement_control,4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,risk,4.090909090909091,1.191601200030203,22,1,4.888888888888889,1.1111111111111112,9,1,9,9,9,Gemini_A_C12,Google Gemini,mean,aligned_high_is_good,1.339141319342176,0.506236008651178
二次专家复核,Chemistry,A,C12,溶液浓度与稀释,low_human_disagreement_control,4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,tf,4.363636363636363,1.048602450677615,22,1,4.888888888888889,4.888888888888889,9,1,9,9,9,Gemini_A_C12,Google Gemini,mean,aligned_high_is_good,1.2151567814441484,0.9736526420375374
二次专家复核,Chemistry,B,C09,相变,low_human_disagreement_control,9c6ddaa43207989081cfa0652a1d99a505aaaf111dd283d8b93c64d530c0dc50,cc,3.6818181818181817,0.9945740239808646,22,1,3.0,3.0,9,1,9,9,9,DEEPSEEK_B_C09,DeepSeek,mean,aligned_high_is_good,0.325343157895584,1.4700779422443546
二次专家复核,Chemistry,B,C09,相变,low_human_disagreement_control,9c6ddaa43207989081cfa0652a1d99a505aaaf111dd283d8b93c64d530c0dc50,fa,4.454545454545454,1.0107645728086347,22,1,4.222222222222222,4.222222222222222,9,1,9,9,9,DEEPSEEK_B_C09,DeepSeek,mean,aligned_high_is_good,0.3779201995806674,1.0497406264375442
二次专家复核,Chemistry,B,C09,相变,low_human_disagreement_control,9c6ddaa43207989081cfa0652a1d99a505aaaf111dd283d8b93c64d530c0dc50,lc,4.136363636363637,1.0371873387954442,22,1,4.333333333333333,4.333333333333333,9,1,9,9,9,DEEPSEEK_B_C09,DeepSeek,mean,aligned_high_is_good,-0.11208480837456854,-0.14932385249186603
二次专家复核,Chemistry,B,C09,相变,low_human_disagreement_control,9c6ddaa43207989081cfa0652a1d99a505aaaf111dd283d8b93c64d530c0dc50,mq,3.8181818181818183,0.9069238239845849,22,1,3.7777777777777777,3.7777777777777777,9,1,9,9,9,DEEPSEEK_B_C09,DeepSeek,mean,aligned_high_is_good,0.13376722526528823,0.8605830895647453
二次专家复核,Chemistry,B,C09,相变,low_human_disagreement_control,9c6ddaa43207989081cfa0652a1d99a505aaaf111dd283d8b93c64d530c0dc50,risk,3.8181818181818183,1.401915819643949,22,1,4.222222222222222,1.7777777777777777,9,1,9,9,9,DEEPSEEK_B_C09,DeepSeek,mean,aligned_high_is_good,0.32464031984052794,-0.22982677971384127
二次专家复核,Chemistry,B,C09,相变,low_human_disagreement_control,9c6ddaa43207989081cfa0652a1d99a505aaaf111dd283d8b93c64d530c0dc50,tf,4.409090909090909,0.8540709744729825,22,1,4.111111111111111,4.111111111111111,9,1,9,9,9,DEEPSEEK_B_C09,DeepSeek,mean,aligned_high_is_good,0.12556274172053,1.1556586692593784
二次专家复核,Chemistry,B,C11,化学键,high_human_disagreement,5f5a22a0bb8402084cc756c502fd75255f64a3f99cda9bf8d2cb750893e39ca2,cc,3.409090909090909,1.2212051389271137,22,1,2.5555555555555554,2.5555555555555554,9,1,9,9,9,claude_B_C11,Anthropic Claude,mean,aligned_high_is_good,-0.3743195472562072,0.6400051589229683
二次专家复核,Chemistry,B,C11,化学键,high_human_disagreement,5f5a22a0bb8402084cc756c502fd75255f64a3f99cda9bf8d2cb750893e39ca2,fa,4.363636363636363,0.8477114595277797,22,1,3.6666666666666665,3.6666666666666665,9,1,9,9,9,claude_B_C11,Anthropic Claude,mean,aligned_high_is_good,-0.3860694222131337,0.7967718876953417
二次专家复核,Chemistry,B,C11,化学键,high_human_disagreement,5f5a22a0bb8402084cc756c502fd75255f64a3f99cda9bf8d2cb750893e39ca2,lc,4.2727272727272725,0.9847319278346619,22,1,4.111111111111111,4.111111111111111,9,1,9,9,9,claude_B_C11,Anthropic Claude,mean,aligned_high_is_good,-0.6065766100270723,0.6010242888209845
二次专家复核,Chemistry,B,C11,化学键,high_human_disagreement,5f5a22a0bb8402084cc756c502fd75255f64a3f99cda9bf8d2cb750893e39ca2,mq,3.6818181818181817,0.8937009000226522,22,1,3.6666666666666665,3.6666666666666665,9,1,9,9,9,claude_B_C11,Anthropic Claude,mean,aligned_high_is_good,-0.0018076652062875983,0.5232231338624322
二次专家复核,Chemistry,B,C11,化学键,high_human_disagreement,5f5a22a0bb8402084cc756c502fd75255f64a3f99cda9bf8d2cb750893e39ca2,risk,4.090909090909091,1.1087999050492516,22,1,3.888888888888889,2.111111111111111,9,1,9,9,9,claude_B_C11,Anthropic Claude,mean,aligned_high_is_good,-0.18261017991029604,0.506236008651178
二次专家复核,Chemistry,B,C11,化学键,high_human_disagreement,5f5a22a0bb8402084cc756c502fd75255f64a3f99cda9bf8d2cb750893e39ca2,tf,4.363636363636363,1.0021621646864367,22,1,3.3333333333333335,3.3333333333333335,9,1,9,9,9,claude_B_C11,Anthropic Claude,mean,aligned_high_is_good,-0.9640312980030864,0.9736526420375374
二次专家复核,Chemistry,C,C07,质量守恒,high_human_disagreement,774067a80ecbe542bd3a3af1e57fa4b19797194c064707ccba43ef650f3cbc57,cc,3.727272727272727,0.9351250581921513,22,1,3.6666666666666665,3.6666666666666665,9,1,9,9,9,mimo_C_C07,Mimo,mean,aligned_high_is_good,1.37483721562327,1.6084234061312523
二次专家复核,Chemistry,C,C07,质量守恒,high_human_disagreement,774067a80ecbe542bd3a3af1e57fa4b19797194c064707ccba43ef650f3cbc57,fa,4.318181818181818,1.04135276655684,22,1,4.555555555555555,4.555555555555555,9,1,9,9,9,mimo_C_C07,Mimo,mean,aligned_high_is_good,0.8363139726569475,0.6702875183242416
二次专家复核,Chemistry,C,C07,质量守恒,high_human_disagreement,774067a80ecbe542bd3a3af1e57fa4b19797194c064707ccba43ef650f3cbc57,lc,4.318181818181818,0.9945740239808644,22,1,4.555555555555555,4.555555555555555,9,1,9,9,9,mimo_C_C07,Mimo,mean,aligned_high_is_good,0.38240699327793526,0.8511403359252712
二次专家复核,Chemistry,C,C07,质量守恒,high_human_disagreement,774067a80ecbe542bd3a3af1e57fa4b19797194c064707ccba43ef650f3cbc57,mq,4.045454545454546,0.9989171626493851,22,1,4.333333333333333,4.333333333333333,9,1,9,9,9,mimo_C_C07,Mimo,mean,aligned_high_is_good,0.8116416776231669,1.4228496824019328
二次专家复核,Chemistry,C,C07,质量守恒,high_human_disagreement,774067a80ecbe542bd3a3af1e57fa4b19797194c064707ccba43ef650f3cbc57,risk,4.045454545454546,1.3265520192364337,22,1,4.444444444444445,1.5555555555555556,9,1,9,9,9,mimo_C_C07,Mimo,mean,aligned_high_is_good,0.6628073196744106,0.3835588772570093
二次专家复核,Chemistry,C,C07,质量守恒,high_human_disagreement,774067a80ecbe542bd3a3af1e57fa4b19797194c064707ccba43ef650f3cbc57,tf,4.409090909090909,1.0980107948593703,22,1,4.888888888888889,4.888888888888889,9,1,9,9,9,mimo_C_C07,Mimo,mean,aligned_high_is_good,1.2151567814441484,1.1556586692593784
二次专家复核,Chemistry,C,C10,化学反应与物理变化,low_human_disagreement_control,afe310bcff97fd28d26ff1366aa2f82252512ffca352dfa829707ce15205619f,cc,4.136363636363637,0.7743171827921034,22,1,3.6666666666666665,3.6666666666666665,9,1,9,9,9,Gemini_C_C10,Google Gemini,mean,aligned_high_is_good,1.37483721562327,2.8535325811133347
二次专家复核,Chemistry,C,C10,化学反应与物理变化,low_human_disagreement_control,afe310bcff97fd28d26ff1366aa2f82252512ffca352dfa829707ce15205619f,fa,4.590909090909091,0.8540709744729823,22,1,4.666666666666667,4.666666666666667,9,1,9,9,9,Gemini_C_C10,Google Gemini,mean,aligned_high_is_good,0.9891118970157083,1.4291937345508492
二次专家复核,Chemistry,C,C10,化学反应与物理变化,low_human_disagreement_control,afe310bcff97fd28d26ff1366aa2f82252512ffca352dfa829707ce15205619f,lc,4.545454545454546,0.8004327833694975,22,1,4.888888888888889,4.888888888888889,9,1,9,9,9,Gemini_C_C10,Google Gemini,mean,aligned_high_is_good,1.124144695756692,2.101720571446695
二次专家复核,Chemistry,C,C10,化学反应与物理变化,low_human_disagreement_control,afe310bcff97fd28d26ff1366aa2f82252512ffca352dfa829707ce15205619f,mq,4.181818181818182,0.7950060578603362,22,1,4.111111111111111,4.111111111111111,9,1,9,9,9,Gemini_C_C10,Google Gemini,mean,aligned_high_is_good,0.5404918966800152,1.7602096381042436
二次专家复核,Chemistry,C,C10,化学反应与物理变化,low_human_disagreement_control,afe310bcff97fd28d26ff1366aa2f82252512ffca352dfa829707ce15205619f,risk,4.409090909090909,1.0075472768815938,22,1,4.555555555555555,1.4444444444444444,9,1,9,9,9,Gemini_C_C10,Google Gemini,mean,aligned_high_is_good,0.8318908195913512,1.3649759284103684
二次专家复核,Chemistry,C,C10,化学反应与物理变化,low_human_disagreement_control,afe310bcff97fd28d26ff1366aa2f82252512ffca352dfa829707ce15205619f,tf,4.5,0.8017837257372731,22,1,4.888888888888889,4.888888888888889,9,1,9,9,9,Gemini_C_C10,Google Gemini,mean,aligned_high_is_good,1.2151567814441484,1.519670723703057
二次专家复核,Climate/Environment,A,C26,天气与气候,high_human_disagreement,69bbf9a0948f0feb16549986396153efa620b925f1b0a8f751a166cb42d66166,cc,2.9473684210526314,1.0787690624311024,19,1,3.4444444444444446,3.4444444444444446,9,1,9,9,9,GLM_A_C26,Zhipu GLM,mean,aligned_high_is_good,1.025005863047375,-0.7652935005597317
二次专家复核,Climate/Environment,A,C26,天气与气候,high_human_disagreement,69bbf9a0948f0feb16549986396153efa620b925f1b0a8f751a166cb42d66166,fa,4.052631578947368,1.3529262199858298,19,1,4.888888888888889,4.888888888888889,9,1,9,9,9,GLM_A_C26,Zhipu GLM,mean,aligned_high_is_good,1.2947077457332288,-0.06864748168587814
二次专家复核,Climate/Environment,A,C26,天气与气候,high_human_disagreement,69bbf9a0948f0feb16549986396153efa620b925f1b0a8f751a166cb42d66166,lc,4.105263157894737,0.9365858115816939,19,1,4.888888888888889,4.888888888888889,9,1,9,9,9,GLM_A_C26,Zhipu GLM,mean,aligned_high_is_good,1.124144695756692,-0.3204558847211133
二次专家复核,Climate/Environment,A,C26,天气与气候,high_human_disagreement,69bbf9a0948f0feb16549986396153efa620b925f1b0a8f751a166cb42d66166,mq,3.6315789473684212,1.3000224919331833,19,1,4.333333333333333,4.333333333333333,9,1,9,9,9,GLM_A_C26,Zhipu GLM,mean,aligned_high_is_good,0.8116416776231669,0.3989326238668444
二次专家复核,Climate/Environment,A,C26,天气与气候,high_human_disagreement,69bbf9a0948f0feb16549986396153efa620b925f1b0a8f751a166cb42d66166,risk,4.052631578947368,1.1290942392774796,19,1,4.777777777777778,1.2222222222222223,9,1,9,9,9,GLM_A_C26,Zhipu GLM,mean,aligned_high_is_good,1.170057819425234,0.4029289506350343
二次专家复核,Climate/Environment,A,C26,天气与气候,high_human_disagreement,69bbf9a0948f0feb16549986396153efa620b925f1b0a8f751a166cb42d66166,tf,3.9473684210526314,1.223550580642996,19,1,4.555555555555555,4.555555555555555,9,1,9,9,9,GLM_A_C26,Zhipu GLM,mean,aligned_high_is_good,0.748187907276883,-0.6931393967308858
